IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.236.144.196,2095,2095,false,SIN,Asia Pacific,Singapore,321,0.00
47.236.114.167,80,80,false,SIN,Asia Pacific,Singapore,332,0.00
47.236.82.218,2086,2086,false,SIN,Asia Pacific,Singapore,314,0.00
47.236.114.23,8443,8443,true,SIN,Asia Pacific,Singapore,329,0.00
8.222.212.219,8443,8443,true,SIN,Asia Pacific,Singapore,268,0.00
8.222.167.8,2053,2053,true,SIN,Asia Pacific,Singapore,270,0.00
47.245.54.98,8443,8443,true,NRT,Asia Pacific,Tokyo,61,0.00
8.222.237.131,2086,0,false,SIN,Asia Pacific,Singapore,273,0.00
8.222.229.22,2052,2052,false,SIN,Asia Pacific,Singapore,281,0.00
8.219.101.72,2095,2095,false,SIN,Asia Pacific,Singapore,278,0.00
8.219.124.227,2095,2095,false,SIN,Asia Pacific,Singapore,278,0.00
8.222.131.102,8880,8880,false,SIN,Asia Pacific,Singapore,290,0.00
8.219.121.24,2052,2052,false,SIN,Asia Pacific,Singapore,282,0.00
8.222.154.50,2083,2083,true,SIN,Asia Pacific,Singapore,278,0.00
8.219.199.220,2052,2052,false,SIN,Asia Pacific,Singapore,330,0.00
8.222.159.252,8080,8080,false,SIN,Asia Pacific,Singapore,272,0.00
47.236.145.180,8080,8080,false,SIN,Asia Pacific,Singapore,314,0.00
8.222.187.107,2083,2083,true,SIN,Asia Pacific,Singapore,277,0.00
