IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
158.179.183.2,2086,2086,false,NRT,Asia Pacific,Tokyo,112,2.05
150.230.205.56,2096,2096,true,NRT,Asia Pacific,Tokyo,107,2.04
131.186.44.38,8080,8080,false,NRT,Asia Pacific,Tokyo,135,2.02
141.148.229.98,443,443,true,FRA,Europe,Frankfurt,291,2.02
151.145.66.219,2095,2095,false,NRT,Asia Pacific,Tokyo,106,2.02
158.179.180.233,80,80,false,NRT,Asia Pacific,Tokyo,104,1.95
150.230.211.69,443,443,true,NRT,Asia Pacific,Tokyo,109,1.95
138.2.10.251,8880,8880,false,NRT,Asia Pacific,Tokyo,99,1.94
151.145.65.8,2087,2087,true,NRT,Asia Pacific,Tokyo,104,1.94
152.70.102.124,2096,2096,true,HKG,Asia Pacific,Hong Kong,159,1.93
158.179.191.14,80,80,false,NRT,Asia Pacific,Tokyo,106,1.93
158.179.191.14,8080,8080,false,NRT,Asia Pacific,Tokyo,104,1.89
131.186.36.248,2053,2053,true,NRT,Asia Pacific,Tokyo,108,1.89
131.186.43.107,8443,8443,true,NRT,Asia Pacific,Tokyo,103,1.89
132.145.121.242,2087,2087,true,HKG,Asia Pacific,Hong Kong,164,1.88
151.145.69.105,2052,2052,false,HKG,Asia Pacific,Hong Kong,154,1.88
132.145.121.125,2095,2095,false,NRT,Asia Pacific,Tokyo,95,1.85
132.145.121.125,80,80,false,NRT,Asia Pacific,Tokyo,106,1.83
158.179.180.233,2083,2083,true,NRT,Asia Pacific,Tokyo,102,1.83
158.101.142.103,2082,2082,false,NRT,Asia Pacific,Tokyo,109,1.81
158.179.178.142,2052,2052,false,NRT,Asia Pacific,Tokyo,102,1.79
158.179.178.142,8443,8443,true,NRT,Asia Pacific,Tokyo,103,1.78
155.248.160.116,2052,2052,false,NRT,Asia Pacific,Tokyo,98,1.77
132.145.121.125,2096,2096,true,NRT,Asia Pacific,Tokyo,110,1.77
158.178.241.45,2082,2082,false,SIN,Asia Pacific,Singapore,87,1.76
132.226.5.102,8443,8443,true,NRT,Asia Pacific,Tokyo,111,1.76
158.101.149.81,2095,2095,false,NRT,Asia Pacific,Tokyo,108,1.75
151.145.64.170,8880,8880,false,NRT,Asia Pacific,Tokyo,105,1.75
132.145.121.242,80,80,false,HKG,Asia Pacific,Hong Kong,158,1.74
130.162.223.170,443,443,true,FRA,Europe,Frankfurt,329,1.74
158.101.149.81,80,80,false,NRT,Asia Pacific,Tokyo,105,1.71
152.70.102.124,8443,8443,true,HKG,Asia Pacific,Hong Kong,159,1.71
132.145.121.123,2083,2083,true,NRT,Asia Pacific,Tokyo,99,1.71
151.145.75.28,2082,2082,false,NRT,Asia Pacific,Tokyo,100,1.70
158.179.191.14,2083,2083,true,NRT,Asia Pacific,Tokyo,105,1.68
131.186.45.88,2086,2086,false,NRT,Asia Pacific,Tokyo,103,1.66
141.147.42.68,443,443,true,FRA,Europe,Frankfurt,325,1.63
168.138.196.164,2086,2086,false,HKG,Asia Pacific,Hong Kong,167,1.62
165.1.79.60,8443,443,true,SJC,North America,San Jose,198,1.61
131.186.59.232,2052,2052,false,HKG,Asia Pacific,Hong Kong,169,1.59
141.147.178.135,2052,2052,false,HKG,Asia Pacific,Hong Kong,163,1.58
151.145.65.203,2052,2052,false,NRT,Asia Pacific,Tokyo,105,1.57
132.226.5.21,2086,2086,false,NRT,Asia Pacific,Tokyo,105,1.57
132.145.121.125,2053,2053,true,NRT,Asia Pacific,Tokyo,98,1.53
152.70.102.124,8080,8080,false,HKG,Asia Pacific,Hong Kong,167,1.53
158.178.246.169,2095,2095,false,SIN,Asia Pacific,Singapore,89,1.47
151.145.68.74,443,443,true,NRT,Asia Pacific,Tokyo,130,1.47
151.145.64.170,2096,2096,true,NRT,Asia Pacific,Tokyo,105,1.42
151.145.64.170,2052,2052,false,NRT,Asia Pacific,Tokyo,106,1.40
141.147.169.131,2083,2083,true,NRT,Asia Pacific,Tokyo,99,1.39
168.138.196.164,2053,2053,true,HKG,Asia Pacific,Hong Kong,156,1.37
131.186.59.232,8080,8080,false,HKG,Asia Pacific,Hong Kong,161,1.37
130.162.229.10,443,443,true,FRA,Europe,Frankfurt,284,1.35
131.186.60.162,2087,2087,true,NRT,Asia Pacific,Tokyo,108,1.34
168.138.196.164,2087,2087,true,HKG,Asia Pacific,Hong Kong,171,1.32
130.162.236.6,443,443,true,FRA,Europe,Frankfurt,277,1.31
138.3.215.11,8080,8080,false,HKG,Asia Pacific,Hong Kong,171,1.30
151.145.71.127,2087,2087,true,NRT,Asia Pacific,Tokyo,106,1.29
151.145.69.105,2083,2083,true,HKG,Asia Pacific,Hong Kong,171,1.28
151.145.64.170,2087,2087,true,NRT,Asia Pacific,Tokyo,107,1.22
158.178.150.53,443,443,true,FRA,Europe,Frankfurt,327,1.19
138.2.10.251,2053,2053,true,NRT,Asia Pacific,Tokyo,108,1.14
151.145.68.166,2053,2053,true,NRT,Asia Pacific,Tokyo,107,1.11
158.101.193.57,443,443,true,FRA,Europe,Frankfurt,279,1.10
138.3.215.11,2087,2087,true,HKG,Asia Pacific,Hong Kong,155,1.10
151.145.69.105,2086,2086,false,HKG,Asia Pacific,Hong Kong,170,1.09
131.186.62.26,2053,2053,true,NRT,Asia Pacific,Tokyo,106,1.06
138.2.31.68,80,80,false,HKG,Asia Pacific,Hong Kong,166,1.05
131.186.59.232,80,80,false,HKG,Asia Pacific,Hong Kong,163,1.00
192.18.149.159,8080,443,true,YYZ,North America,Toronto,244,0.96
130.162.61.18,80,80,false,FRA,Europe,Frankfurt,232,0.94
152.70.123.225,8443,443,true,SJC,North America,San Jose,196,0.90
158.101.218.51,443,443,true,FRA,Europe,Frankfurt,327,0.85
132.145.233.208,443,443,true,FRA,Europe,Frankfurt,285,0.82
144.24.175.84,443,443,true,FRA,Europe,Frankfurt,332,0.78
158.180.84.48,443,443,true,ICN,Asia Pacific,Seoul,236,0.77
144.24.175.43,443,443,true,FRA,Europe,Frankfurt,287,0.67
141.144.196.230,443,443,true,FRA,Europe,Frankfurt,281,0.65
130.162.229.42,2053,443,true,FRA,Europe,Frankfurt,279,0.64
152.70.54.208,443,443,true,FRA,Europe,Frankfurt,321,0.64
193.123.74.12,8443,443,true,MXP,Europe,Milan,259,0.62
141.147.109.113,443,443,true,FRA,Europe,Frankfurt,330,0.62
152.70.167.178,443,443,true,FRA,Europe,Frankfurt,278,0.61
168.138.184.64,2052,2052,false,SIN,Asia Pacific,Singapore,91,0.59
141.144.199.110,443,443,true,FRA,Europe,Frankfurt,296,0.58
89.168.73.150,443,443,true,FRA,Europe,Frankfurt,280,0.53
131.186.59.232,2083,2083,true,HKG,Asia Pacific,Hong Kong,169,0.52
141.144.193.234,443,443,true,FRA,Europe,Frankfurt,283,0.50
84.235.163.142,443,443,true,FRA,Europe,Frankfurt,331,0.49
138.2.170.102,443,443,true,FRA,Europe,Frankfurt,277,0.49
152.70.166.117,443,443,true,FRA,Europe,Frankfurt,325,0.48
143.47.182.94,443,443,true,FRA,Europe,Frankfurt,330,0.44
89.168.118.76,443,443,true,FRA,Europe,Frankfurt,243,0.43
152.67.149.16,443,443,true,FRA,Europe,Frankfurt,329,0.43
158.178.153.20,443,443,true,FRA,Europe,Frankfurt,342,0.43
158.178.246.169,2052,2052,false,SIN,Asia Pacific,Singapore,91,0.42
144.24.189.202,443,443,true,FRA,Europe,Frankfurt,281,0.42
150.230.47.17,443,443,true,SJC,North America,San Jose,201,0.40
89.168.112.9,443,443,true,FRA,Europe,Frankfurt,276,0.39
158.179.178.145,2082,2082,false,NRT,Asia Pacific,Tokyo,101,0.39
141.147.97.3,443,443,true,FRA,Europe,Frankfurt,286,0.35
141.147.100.228,443,443,true,FRA,Europe,Frankfurt,358,0.33
130.162.218.111,443,443,true,FRA,Europe,Frankfurt,295,0.29
141.147.30.128,443,443,true,FRA,Europe,Frankfurt,326,0.27
141.147.97.49,443,443,true,FRA,Europe,Frankfurt,334,0.26
158.101.189.36,443,443,true,FRA,Europe,Frankfurt,323,0.25
164.152.34.166,80,8080,false,GRU,South America,São Paulo,381,0.24
129.151.152.254,80,80,false,AMS,Europe,Amsterdam,295,0.18
141.147.61.116,8443,443,true,FRA,Europe,Frankfurt,231,0.13
158.179.169.254,8080,0,false,ICN,Asia Pacific,Seoul,129,0.10
141.147.113.134,443,443,true,FRA,Europe,Frankfurt,328,0.08
139.185.34.131,443,443,true,CDG,Europe,Paris,277,0.07
152.70.117.255,80,0,false,SJC,North America,San Jose,194,0.07
152.67.251.79,80,0,false,SJC,North America,San Jose,196,0.07
168.138.197.87,80,0,false,NRT,Asia Pacific,Tokyo,103,0.06
150.230.6.128,80,0,false,KIX,Asia Pacific,Osaka,96,0.06
138.2.6.248,80,0,false,NRT,Asia Pacific,Tokyo,103,0.06
150.230.108.82,80,0,false,NRT,Asia Pacific,Tokyo,107,0.06
146.56.46.54,80,0,false,ICN,Asia Pacific,Seoul,60,0.06
132.145.123.17,2095,0,false,NRT,Asia Pacific,Tokyo,101,0.06
158.101.136.128,80,0,false,NRT,Asia Pacific,Tokyo,103,0.05
150.230.102.122,80,0,false,NRT,Asia Pacific,Tokyo,101,0.05
150.230.217.29,80,0,false,NRT,Asia Pacific,Tokyo,104,0.05
138.2.234.238,80,0,false,SJC,North America,San Jose,196,0.04
150.230.105.183,8880,0,false,NRT,Asia Pacific,Tokyo,110,0.04
150.230.105.183,2086,0,false,NRT,Asia Pacific,Tokyo,107,0.04
132.145.117.33,2095,0,false,NRT,Asia Pacific,Tokyo,104,0.04
138.2.11.227,2082,0,false,NRT,Asia Pacific,Tokyo,104,0.04
150.230.213.65,2052,0,false,NRT,Asia Pacific,Tokyo,105,0.04
150.230.213.65,2095,0,false,NRT,Asia Pacific,Tokyo,106,0.04
158.101.136.221,2095,0,false,NRT,Asia Pacific,Tokyo,101,0.04
138.2.19.154,2052,0,false,NRT,Asia Pacific,Tokyo,104,0.04
138.2.19.154,8880,0,false,NRT,Asia Pacific,Tokyo,104,0.04
143.47.243.144,2053,443,true,LHR,Europe,London,330,0.04
150.230.217.29,2052,0,false,NRT,Asia Pacific,Tokyo,102,0.04
129.150.48.166,2095,0,false,SIN,Asia Pacific,Singapore,94,0.04
138.2.11.227,8880,0,false,NRT,Asia Pacific,Tokyo,104,0.04
168.138.185.253,8080,0,false,SIN,Asia Pacific,Singapore,92,0.04
138.2.11.227,2052,0,false,NRT,Asia Pacific,Tokyo,101,0.04
150.230.105.183,2052,0,false,NRT,Asia Pacific,Tokyo,103,0.04
158.179.184.144,8880,0,false,NRT,Asia Pacific,Tokyo,106,0.04
158.101.136.221,8880,0,false,NRT,Asia Pacific,Tokyo,118,0.04
158.101.93.200,8880,0,false,NRT,Asia Pacific,Tokyo,118,0.04
150.230.108.82,2082,0,false,NRT,Asia Pacific,Tokyo,105,0.04
138.2.6.248,8080,0,false,NRT,Asia Pacific,Tokyo,103,0.04
168.138.185.253,8880,0,false,SIN,Asia Pacific,Singapore,106,0.04
158.101.93.200,2052,0,false,NRT,Asia Pacific,Tokyo,104,0.04
138.3.222.50,2095,0,false,NRT,Asia Pacific,Tokyo,106,0.04
138.3.222.50,2086,0,false,NRT,Asia Pacific,Tokyo,104,0.04
158.101.136.128,2086,0,false,NRT,Asia Pacific,Tokyo,103,0.04
158.179.184.144,2082,0,false,NRT,Asia Pacific,Tokyo,115,0.04
138.2.6.248,2052,0,false,NRT,Asia Pacific,Tokyo,108,0.04
150.230.108.82,2052,0,false,NRT,Asia Pacific,Tokyo,134,0.04
140.238.42.149,2095,0,false,NRT,Asia Pacific,Tokyo,104,0.04
132.145.117.33,2052,0,false,NRT,Asia Pacific,Tokyo,104,0.04
158.101.136.128,8880,0,false,NRT,Asia Pacific,Tokyo,105,0.03
152.70.102.142,80,0,false,NRT,Asia Pacific,Tokyo,106,0.03
138.3.222.50,2082,0,false,NRT,Asia Pacific,Tokyo,111,0.03
150.230.213.65,2082,0,false,NRT,Asia Pacific,Tokyo,106,0.03
155.248.177.90,8080,0,false,NRT,Asia Pacific,Tokyo,103,0.03
155.248.162.233,2052,0,false,NRT,Asia Pacific,Tokyo,111,0.03
155.248.177.90,2086,0,false,NRT,Asia Pacific,Tokyo,113,0.03
158.101.136.221,2082,0,false,NRT,Asia Pacific,Tokyo,106,0.03
158.101.93.200,2086,0,false,NRT,Asia Pacific,Tokyo,102,0.03
132.226.0.181,8880,0,false,NRT,Asia Pacific,Tokyo,106,0.03
138.2.11.227,8080,0,false,NRT,Asia Pacific,Tokyo,105,0.03
132.145.117.33,2082,0,false,NRT,Asia Pacific,Tokyo,104,0.03
155.248.162.233,8080,0,false,NRT,Asia Pacific,Tokyo,113,0.03
132.145.117.33,80,0,false,NRT,Asia Pacific,Tokyo,106,0.03
150.230.105.183,2082,0,false,NRT,Asia Pacific,Tokyo,104,0.03
132.226.193.37,2096,443,true,FRA,Europe,Frankfurt,231,0.03
158.101.136.128,2095,0,false,NRT,Asia Pacific,Tokyo,100,0.03
132.226.0.181,8080,0,false,NRT,Asia Pacific,Tokyo,101,0.03
158.101.93.200,2082,0,false,NRT,Asia Pacific,Tokyo,112,0.03
140.83.36.199,2095,0,false,NRT,Asia Pacific,Tokyo,101,0.03
138.2.6.248,2087,0,true,NRT,Asia Pacific,Tokyo,113,0.02
150.230.105.183,2087,0,true,NRT,Asia Pacific,Tokyo,111,0.02
150.230.108.82,8443,0,true,NRT,Asia Pacific,Tokyo,100,0.02
150.230.213.65,2083,0,true,NRT,Asia Pacific,Tokyo,97,0.02
150.230.108.82,2053,0,true,NRT,Asia Pacific,Tokyo,104,0.02
132.145.117.33,2087,0,true,NRT,Asia Pacific,Tokyo,101,0.02
158.101.93.200,2096,0,true,NRT,Asia Pacific,Tokyo,111,0.02
150.230.108.82,2096,0,true,NRT,Asia Pacific,Tokyo,113,0.02
155.248.177.90,2083,0,true,NRT,Asia Pacific,Tokyo,105,0.02
140.238.42.149,2096,0,true,NRT,Asia Pacific,Tokyo,100,0.02
132.145.117.33,2083,0,true,NRT,Asia Pacific,Tokyo,98,0.02
132.145.117.33,2053,0,true,NRT,Asia Pacific,Tokyo,104,0.02
168.138.185.253,2083,0,true,SIN,Asia Pacific,Singapore,117,0.02
158.101.93.200,2053,0,true,NRT,Asia Pacific,Tokyo,100,0.02
168.138.185.253,8443,0,true,SIN,Asia Pacific,Singapore,118,0.02
158.101.88.132,80,0,false,NRT,Asia Pacific,Tokyo,102,0.02
138.2.27.113,2053,0,true,NRT,Asia Pacific,Tokyo,106,0.01
168.138.185.253,2053,0,true,SIN,Asia Pacific,Singapore,102,0.01
155.248.177.90,2095,0,false,NRT,Asia Pacific,Tokyo,111,0.01
141.147.27.248,443,443,true,FRA,Europe,Frankfurt,379,0.01
150.230.217.29,8443,0,true,NRT,Asia Pacific,Tokyo,105,0.01
130.61.211.43,2053,443,true,FRA,Europe,Frankfurt,277,0.01
130.61.87.219,2083,443,true,FRA,Europe,Frankfurt,230,0.01
141.148.246.33,443,443,true,FRA,Europe,Frankfurt,328,0.01
141.144.250.193,2095,0,false,FRA,Europe,Frankfurt,287,0.01
146.56.134.155,80,0,false,NRT,Asia Pacific,Tokyo,58,0.01
146.235.227.66,80,0,false,SJC,North America,San Jose,200,0.01
158.180.52.137,2095,0,false,FRA,Europe,Frankfurt,229,0.01
158.179.206.143,80,80,false,OSL,Europe,Oslo,329,0.01
192.9.138.102,80,0,false,SJC,North America,San Jose,203,0.01
68.233.110.141,80,0,false,HYD,Asia Pacific,Hyderabad,331,0.00
150.230.108.82,2083,0,true,NRT,Asia Pacific,Tokyo,102,0.00
193.122.117.38,8080,0,false,ICN,Asia Pacific,Seoul,52,0.00
141.147.145.246,80,0,false,KIX,Asia Pacific,Osaka,101,0.00
192.18.135.225,80,0,false,SJC,North America,San Jose,196,0.00
152.67.221.236,80,0,false,ICN,Asia Pacific,Seoul,126,0.00
131.186.61.45,8080,8080,false,NRT,Asia Pacific,Tokyo,102,0.00
132.145.112.168,80,80,false,NRT,Asia Pacific,Tokyo,106,0.00
168.138.194.121,2083,2083,true,NRT,Asia Pacific,Tokyo,104,0.00
129.154.50.220,443,443,true,ICN,Asia Pacific,Seoul,121,0.00
141.144.192.247,443,0,true,FRA,Europe,Frankfurt,288,0.00
132.226.0.181,80,0,false,NRT,Asia Pacific,Tokyo,136,0.00
140.238.34.208,2086,2086,false,NRT,Asia Pacific,Tokyo,106,0.00
158.101.148.105,443,443,true,HKG,Asia Pacific,Hong Kong,109,0.00
141.147.118.234,443,443,true,FRA,Europe,Frankfurt,331,0.00
141.147.83.71,443,443,true,FRA,Europe,Frankfurt,299,0.00
155.248.241.77,443,443,true,BOM,Asia Pacific,Mumbai,269,0.00
150.230.116.181,443,443,true,FRA,Europe,Frankfurt,360,0.00
131.186.63.35,2095,2095,false,NRT,Asia Pacific,Tokyo,105,0.00
158.101.136.128,8443,0,true,NRT,Asia Pacific,Tokyo,105,0.00
141.147.168.13,2083,2083,true,NRT,Asia Pacific,Tokyo,105,0.00
131.186.36.248,8880,8880,false,NRT,Asia Pacific,Tokyo,105,0.00
132.226.7.217,443,443,true,NRT,Asia Pacific,Tokyo,102,0.00
131.186.41.255,80,80,false,NRT,Asia Pacific,Tokyo,105,0.00
131.186.41.255,2096,2096,true,NRT,Asia Pacific,Tokyo,100,0.00
140.238.44.118,2082,2082,false,NRT,Asia Pacific,Tokyo,103,0.00
158.101.93.200,2095,0,false,NRT,Asia Pacific,Tokyo,107,0.00
158.179.188.7,8443,8443,true,NRT,Asia Pacific,Tokyo,103,0.00
158.178.242.5,2096,2096,true,SIN,Asia Pacific,Singapore,100,0.00
141.147.182.70,2087,2087,true,NRT,Asia Pacific,Tokyo,104,0.00
131.186.62.26,2095,2095,false,NRT,Asia Pacific,Tokyo,100,0.00
141.147.96.195,443,443,true,FRA,Europe,Frankfurt,322,0.00
158.179.190.253,2086,2086,false,NRT,Asia Pacific,Tokyo,103,0.00
150.230.108.82,2087,0,true,NRT,Asia Pacific,Tokyo,108,0.00
150.230.213.65,8880,0,false,NRT,Asia Pacific,Tokyo,101,0.00
158.101.142.103,8443,8443,true,NRT,Asia Pacific,Tokyo,119,0.00
132.145.117.33,2096,0,true,NRT,Asia Pacific,Tokyo,103,0.00
150.230.252.145,80,0,false,ICN,Asia Pacific,Seoul,122,0.00
138.2.37.28,8443,443,true,KIX,Asia Pacific,Osaka,100,0.00
141.147.168.159,2082,2082,false,NRT,Asia Pacific,Tokyo,99,0.00
158.178.242.56,2053,2053,true,SIN,Asia Pacific,Singapore,87,0.00
158.180.79.112,443,0,false,ICN,Asia Pacific,Seoul,131,0.00
141.147.174.7,80,80,false,NRT,Asia Pacific,Tokyo,105,0.00
152.70.102.124,2082,2082,false,HKG,Asia Pacific,Hong Kong,176,0.00
131.186.35.189,2082,2082,false,NRT,Asia Pacific,Tokyo,101,0.00
151.145.74.56,2053,2053,true,NRT,Asia Pacific,Tokyo,106,0.00
131.186.45.88,2096,2096,true,NRT,Asia Pacific,Tokyo,106,0.00
131.186.63.184,2052,2052,false,NRT,Asia Pacific,Tokyo,101,0.00
158.101.150.74,2083,2083,true,NRT,Asia Pacific,Tokyo,102,0.00
131.186.41.255,2083,2083,true,NRT,Asia Pacific,Tokyo,105,0.00
151.145.65.8,80,80,false,NRT,Asia Pacific,Tokyo,107,0.00
141.147.189.242,8880,8880,false,NRT,Asia Pacific,Tokyo,107,0.00
132.145.65.139,80,0,false,LHR,Europe,London,358,0.00
138.2.6.248,2095,0,false,NRT,Asia Pacific,Tokyo,109,0.00
150.230.109.252,2082,2082,false,NRT,Asia Pacific,Tokyo,97,0.00
193.123.255.225,443,443,true,NRT,Asia Pacific,Tokyo,195,0.00
132.226.10.16,443,443,true,NRT,Asia Pacific,Tokyo,101,0.00
146.56.133.140,2083,80,false,NRT,Asia Pacific,Tokyo,101,0.00
158.179.178.142,80,80,false,NRT,Asia Pacific,Tokyo,107,0.00
130.162.254.74,443,443,true,FRA,Europe,Frankfurt,319,0.00
152.70.163.139,443,443,true,FRA,Europe,Frankfurt,382,0.00
131.186.34.244,2053,2053,true,NRT,Asia Pacific,Tokyo,108,0.00
131.186.41.255,2095,2095,false,NRT,Asia Pacific,Tokyo,104,0.00
132.145.66.113,443,443,true,FRA,Europe,Frankfurt,327,0.00
146.56.132.2,80,0,false,NRT,Asia Pacific,Tokyo,187,0.00
158.179.178.145,2052,2052,false,NRT,Asia Pacific,Tokyo,103,0.00
158.101.70.155,80,80,false,NRT,Asia Pacific,Tokyo,102,0.00
168.138.177.109,443,0,true,SIN,Asia Pacific,Singapore,114,0.00
158.179.188.7,8880,8880,false,NRT,Asia Pacific,Tokyo,106,0.00
152.70.161.193,443,443,true,FRA,Europe,Frankfurt,321,0.00
151.145.71.127,2095,2095,false,NRT,Asia Pacific,Tokyo,113,0.00
141.145.206.16,8443,443,true,CDG,Europe,Paris,296,0.00
140.238.34.208,2095,2095,false,NRT,Asia Pacific,Tokyo,102,0.00
158.178.148.232,443,443,true,FRA,Europe,Frankfurt,292,0.00
132.226.0.181,2095,0,false,NRT,Asia Pacific,Tokyo,107,0.00
89.168.82.61,443,443,true,FRA,Europe,Frankfurt,373,0.00
131.186.41.255,8880,8880,false,NRT,Asia Pacific,Tokyo,105,0.00
151.145.66.219,2086,2086,false,NRT,Asia Pacific,Tokyo,109,0.00
158.179.186.138,8443,8443,true,NRT,Asia Pacific,Tokyo,108,0.00
158.179.180.233,2082,2082,false,NRT,Asia Pacific,Tokyo,109,0.00
132.145.121.125,8880,8880,false,NRT,Asia Pacific,Tokyo,112,0.00
131.186.36.248,2086,2086,false,NRT,Asia Pacific,Tokyo,111,0.00
158.179.178.142,2086,2086,false,NRT,Asia Pacific,Tokyo,105,0.00
193.122.13.124,443,443,true,FRA,Europe,Frankfurt,369,0.00
141.147.168.13,2053,2053,true,NRT,Asia Pacific,Tokyo,107,0.00
150.230.217.29,2096,0,true,NRT,Asia Pacific,Tokyo,109,0.00
141.147.162.204,2087,2087,true,NRT,Asia Pacific,Tokyo,104,0.00
158.101.136.221,80,0,false,NRT,Asia Pacific,Tokyo,106,0.00
151.145.65.8,2082,2082,false,NRT,Asia Pacific,Tokyo,111,0.00
89.168.113.236,443,443,true,FRA,Europe,Frankfurt,333,0.00
141.147.169.131,2053,2053,true,NRT,Asia Pacific,Tokyo,106,0.00
158.179.186.138,2086,2086,false,NRT,Asia Pacific,Tokyo,98,0.00
64.110.101.125,443,443,true,KIX,Asia Pacific,Osaka,113,0.00
158.101.94.15,2087,2087,true,NRT,Asia Pacific,Tokyo,109,0.00
150.230.131.104,443,0,true,HYD,Asia Pacific,Hyderabad,330,0.00
158.101.149.81,2087,2087,true,NRT,Asia Pacific,Tokyo,109,0.00
131.186.63.35,80,80,false,NRT,Asia Pacific,Tokyo,105,0.00
158.178.153.53,443,443,true,FRA,Europe,Frankfurt,316,0.00
129.154.60.48,443,443,true,ICN,Asia Pacific,Seoul,127,0.00
138.2.104.2,2096,2096,true,SIN,Asia Pacific,Singapore,101,0.00
151.145.65.203,8080,8080,false,NRT,Asia Pacific,Tokyo,108,0.00
141.147.186.210,8443,8443,true,NRT,Asia Pacific,Tokyo,109,0.00
84.235.175.63,443,443,true,FRA,Europe,Frankfurt,322,0.00
