IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
141.147.189.242,80,80,false,NRT,Asia Pacific,Tokyo,112,17.48
151.145.74.56,80,80,false,NRT,Asia Pacific,Tokyo,106,17.15
168.138.212.40,8080,8080,false,NRT,Asia Pacific,Tokyo,104,17.11
158.101.140.154,2083,2083,true,NRT,Asia Pacific,Tokyo,105,16.87
131.186.37.69,2096,2096,true,NRT,Asia Pacific,Tokyo,107,16.49
158.179.190.253,2082,2082,false,NRT,Asia Pacific,Tokyo,107,16.09
158.179.176.239,2082,2082,false,NRT,Asia Pacific,Tokyo,117,15.94
138.2.6.15,2086,2086,false,NRT,Asia Pacific,Tokyo,106,15.84
131.186.61.45,80,80,false,NRT,Asia Pacific,Tokyo,101,15.84
138.2.10.251,8080,8080,false,NRT,Asia Pacific,Tokyo,104,15.70
141.147.168.159,2086,2086,false,NRT,Asia Pacific,Tokyo,106,15.59
152.70.111.251,8080,8080,false,NRT,Asia Pacific,Tokyo,105,15.53
141.147.169.131,2087,2087,true,NRT,Asia Pacific,Tokyo,106,15.49
158.178.246.169,8080,8080,false,SIN,Asia Pacific,Singapore,112,15.48
131.186.47.255,2095,2095,false,NRT,Asia Pacific,Tokyo,119,15.42
150.230.109.252,2095,2095,false,NRT,Asia Pacific,Tokyo,108,15.38
138.2.7.72,8443,8443,true,NRT,Asia Pacific,Tokyo,108,15.23
140.238.51.89,2083,2083,true,NRT,Asia Pacific,Tokyo,110,15.18
138.2.76.91,8080,8080,false,SIN,Asia Pacific,Singapore,96,15.09
158.101.70.155,2095,2095,false,NRT,Asia Pacific,Tokyo,104,15.05
151.145.66.219,8080,8080,false,NRT,Asia Pacific,Tokyo,104,15.03
132.145.121.123,2086,2086,false,NRT,Asia Pacific,Tokyo,99,14.97
131.186.37.191,2096,2096,true,NRT,Asia Pacific,Tokyo,125,14.88
158.101.140.154,8080,8080,false,NRT,Asia Pacific,Tokyo,117,14.84
140.238.51.89,8080,8080,false,NRT,Asia Pacific,Tokyo,108,14.69
213.35.98.197,8443,8443,true,SIN,Asia Pacific,Singapore,75,14.66
140.238.51.89,2086,2086,false,NRT,Asia Pacific,Tokyo,106,14.64
158.179.189.235,2083,2083,true,NRT,Asia Pacific,Tokyo,108,14.60
151.145.68.166,8080,8080,false,NRT,Asia Pacific,Tokyo,108,14.59
158.101.81.4,2053,2053,true,NRT,Asia Pacific,Tokyo,104,14.48
138.2.10.251,2052,2052,false,NRT,Asia Pacific,Tokyo,108,14.46
151.145.65.203,80,80,false,NRT,Asia Pacific,Tokyo,103,14.44
158.179.186.234,80,80,false,NRT,Asia Pacific,Tokyo,106,14.41
151.145.71.40,80,80,false,NRT,Asia Pacific,Tokyo,114,14.26
132.145.114.250,2095,2095,false,NRT,Asia Pacific,Tokyo,109,14.20
151.145.65.8,8080,8080,false,NRT,Asia Pacific,Tokyo,112,14.18
150.230.219.83,8443,8443,true,NRT,Asia Pacific,Tokyo,102,14.15
141.147.162.204,8443,8443,true,NRT,Asia Pacific,Tokyo,106,14.09
141.147.162.204,2095,2095,false,NRT,Asia Pacific,Tokyo,106,14.04
131.186.58.151,2083,2083,true,NRT,Asia Pacific,Tokyo,100,13.97
131.186.35.189,2052,2052,false,NRT,Asia Pacific,Tokyo,105,13.79
138.2.6.15,2053,2053,true,NRT,Asia Pacific,Tokyo,108,13.71
152.69.215.14,8080,8080,false,SIN,Asia Pacific,Singapore,146,13.64
131.186.38.135,8443,8443,true,NRT,Asia Pacific,Tokyo,110,13.62
138.2.10.251,80,80,false,NRT,Asia Pacific,Tokyo,106,13.61
138.2.104.2,2095,2095,false,SIN,Asia Pacific,Singapore,90,13.53
131.186.34.11,2087,2087,true,NRT,Asia Pacific,Tokyo,102,13.48
151.145.71.40,2096,2096,true,NRT,Asia Pacific,Tokyo,104,13.46
158.178.241.45,2083,2083,true,SIN,Asia Pacific,Singapore,96,13.39
141.147.169.131,2096,2096,true,NRT,Asia Pacific,Tokyo,101,13.34
132.145.114.250,2053,2053,true,NRT,Asia Pacific,Tokyo,101,13.29
140.238.34.208,2087,2087,true,NRT,Asia Pacific,Tokyo,103,13.25
158.179.180.233,8080,8080,false,NRT,Asia Pacific,Tokyo,124,13.22
141.147.168.159,80,80,false,NRT,Asia Pacific,Tokyo,106,13.15
151.145.69.174,2053,2053,true,NRT,Asia Pacific,Tokyo,108,13.07
158.178.246.169,2087,2087,true,SIN,Asia Pacific,Singapore,133,12.97
138.2.92.11,8080,8080,false,SIN,Asia Pacific,Singapore,117,12.93
158.179.190.253,2087,2087,true,NRT,Asia Pacific,Tokyo,106,12.88
158.101.149.81,2082,2082,false,NRT,Asia Pacific,Tokyo,107,12.87
141.147.186.210,8880,8880,false,NRT,Asia Pacific,Tokyo,112,12.85
138.2.6.15,2082,2082,false,NRT,Asia Pacific,Tokyo,109,12.84
158.179.188.159,2083,2083,true,NRT,Asia Pacific,Tokyo,101,12.83
155.248.160.116,2096,2096,true,NRT,Asia Pacific,Tokyo,112,12.79
140.238.29.117,443,80,false,NRT,Asia Pacific,Tokyo,52,12.79
141.147.168.159,2053,2053,true,NRT,Asia Pacific,Tokyo,118,12.69
140.238.44.118,2096,2096,true,NRT,Asia Pacific,Tokyo,109,12.66
131.186.59.94,2096,2096,true,NRT,Asia Pacific,Tokyo,104,12.59
158.179.186.251,2096,2096,true,NRT,Asia Pacific,Tokyo,103,12.52
131.186.45.88,2083,2083,true,NRT,Asia Pacific,Tokyo,110,12.45
140.238.207.22,80,80,false,SYD,Oceania,Sydney,167,12.35
150.230.219.83,80,80,false,NRT,Asia Pacific,Tokyo,100,12.35
132.145.114.250,2096,2096,true,NRT,Asia Pacific,Tokyo,119,12.22
141.147.178.202,8443,8443,true,NRT,Asia Pacific,Tokyo,101,12.13
158.101.94.15,2086,2086,false,NRT,Asia Pacific,Tokyo,103,12.13
158.179.189.106,8080,8080,false,NRT,Asia Pacific,Tokyo,109,12.12
131.186.60.162,2095,2095,false,NRT,Asia Pacific,Tokyo,104,12.05
131.186.37.49,2086,2086,false,NRT,Asia Pacific,Tokyo,103,12.05
158.179.188.175,2053,2053,true,NRT,Asia Pacific,Tokyo,105,12.02
213.35.98.197,2096,2096,true,SIN,Asia Pacific,Singapore,97,12.00
158.101.159.181,8080,8080,false,NRT,Asia Pacific,Tokyo,105,11.99
158.179.188.159,2086,2086,false,NRT,Asia Pacific,Tokyo,102,11.98
151.145.75.28,2087,2087,true,NRT,Asia Pacific,Tokyo,108,11.94
155.248.186.182,2095,2095,false,NRT,Asia Pacific,Tokyo,102,11.94
141.147.179.64,80,80,false,NRT,Asia Pacific,Tokyo,105,11.88
138.2.76.91,2096,2096,true,SIN,Asia Pacific,Singapore,133,11.88
158.179.176.239,8443,8443,true,NRT,Asia Pacific,Tokyo,102,11.83
131.186.60.162,2052,2052,false,NRT,Asia Pacific,Tokyo,105,11.83
131.186.37.49,2096,2096,true,NRT,Asia Pacific,Tokyo,104,11.74
141.147.162.204,80,80,false,NRT,Asia Pacific,Tokyo,99,11.69
158.178.246.169,2083,2083,true,SIN,Asia Pacific,Singapore,114,11.67
158.179.189.235,2095,2095,false,NRT,Asia Pacific,Tokyo,109,11.66
151.145.68.166,2082,2082,false,NRT,Asia Pacific,Tokyo,107,11.63
138.2.76.91,2087,2087,true,SIN,Asia Pacific,Singapore,114,11.62
131.186.37.191,8080,8080,false,NRT,Asia Pacific,Tokyo,104,11.58
141.147.160.86,8880,8880,false,NRT,Asia Pacific,Tokyo,103,11.57
158.179.189.106,2083,2083,true,NRT,Asia Pacific,Tokyo,103,11.52
151.145.74.56,2095,2095,false,NRT,Asia Pacific,Tokyo,114,11.40
131.186.34.11,2052,2052,false,NRT,Asia Pacific,Tokyo,111,11.33
150.230.214.218,2053,2053,true,NRT,Asia Pacific,Tokyo,106,11.31
132.145.123.14,8080,8080,false,NRT,Asia Pacific,Tokyo,108,11.31
151.145.69.174,2095,2095,false,NRT,Asia Pacific,Tokyo,101,11.24
138.2.76.91,8880,8880,false,SIN,Asia Pacific,Singapore,106,11.20
213.35.98.197,2086,2086,false,SIN,Asia Pacific,Singapore,110,11.19
131.186.35.189,80,80,false,NRT,Asia Pacific,Tokyo,108,11.18
150.230.219.83,2095,2095,false,NRT,Asia Pacific,Tokyo,100,11.13
151.145.66.219,2052,2052,false,NRT,Asia Pacific,Tokyo,113,11.11
158.179.189.106,2086,2086,false,NRT,Asia Pacific,Tokyo,106,11.10
158.101.142.103,2052,2052,false,NRT,Asia Pacific,Tokyo,104,11.09
131.186.34.11,2096,2096,true,NRT,Asia Pacific,Tokyo,106,10.94
158.179.189.106,2053,2053,true,NRT,Asia Pacific,Tokyo,105,10.93
141.147.189.242,2086,2086,false,NRT,Asia Pacific,Tokyo,101,10.93
158.179.180.233,2095,2095,false,NRT,Asia Pacific,Tokyo,105,10.92
158.101.81.4,2082,2082,false,NRT,Asia Pacific,Tokyo,103,10.87
150.230.199.118,2087,2087,true,NRT,Asia Pacific,Tokyo,103,10.85
158.179.186.251,2095,2095,false,NRT,Asia Pacific,Tokyo,104,10.81
158.179.186.234,2087,2087,true,NRT,Asia Pacific,Tokyo,128,10.77
141.147.174.7,2095,2095,false,NRT,Asia Pacific,Tokyo,104,10.76
138.2.6.15,2083,2083,true,NRT,Asia Pacific,Tokyo,109,10.76
131.186.58.151,8443,8443,true,NRT,Asia Pacific,Tokyo,110,10.60
151.145.74.56,8443,8443,true,NRT,Asia Pacific,Tokyo,107,10.59
158.179.188.175,2086,2086,false,NRT,Asia Pacific,Tokyo,106,10.54
213.35.98.197,8880,8880,false,SIN,Asia Pacific,Singapore,90,10.46
151.145.71.127,8080,8080,false,NRT,Asia Pacific,Tokyo,99,10.37
131.186.63.35,2096,2096,true,NRT,Asia Pacific,Tokyo,106,10.37
158.179.182.19,80,80,false,NRT,Asia Pacific,Tokyo,108,10.35
150.230.109.252,2083,2083,true,NRT,Asia Pacific,Tokyo,109,10.35
141.147.160.86,2083,2083,true,NRT,Asia Pacific,Tokyo,101,10.34
158.179.189.235,2082,2082,false,NRT,Asia Pacific,Tokyo,101,10.33
131.186.38.135,2087,2087,true,NRT,Asia Pacific,Tokyo,107,10.33
141.147.160.86,2053,2053,true,NRT,Asia Pacific,Tokyo,102,10.32
131.186.47.223,2053,2053,true,NRT,Asia Pacific,Tokyo,106,10.27
131.186.61.45,8443,8443,true,NRT,Asia Pacific,Tokyo,110,10.24
150.230.205.56,2053,2053,true,NRT,Asia Pacific,Tokyo,103,10.17
150.230.214.218,8443,8443,true,NRT,Asia Pacific,Tokyo,105,10.13
155.248.186.182,2086,2086,false,NRT,Asia Pacific,Tokyo,99,10.01
158.179.188.175,8880,8880,false,NRT,Asia Pacific,Tokyo,106,9.92
158.179.186.251,2052,2052,false,NRT,Asia Pacific,Tokyo,100,9.88
140.238.51.89,2095,2095,false,NRT,Asia Pacific,Tokyo,109,9.79
141.147.162.204,2052,2052,false,NRT,Asia Pacific,Tokyo,112,9.68
141.147.178.202,2053,2053,true,NRT,Asia Pacific,Tokyo,103,9.66
131.186.38.135,2096,2096,true,NRT,Asia Pacific,Tokyo,107,9.66
151.145.74.56,2083,2083,true,NRT,Asia Pacific,Tokyo,106,9.61
141.147.174.7,2052,2052,false,NRT,Asia Pacific,Tokyo,100,9.56
158.179.183.2,2095,2095,false,NRT,Asia Pacific,Tokyo,105,9.55
152.69.215.14,2096,2096,true,SIN,Asia Pacific,Singapore,99,9.49
150.230.62.27,443,80,false,KIX,Asia Pacific,Osaka,105,9.46
158.179.186.234,2052,2052,false,NRT,Asia Pacific,Tokyo,107,9.45
150.230.214.218,80,80,false,NRT,Asia Pacific,Tokyo,99,9.43
150.230.219.83,2087,2087,true,NRT,Asia Pacific,Tokyo,103,9.43
138.2.92.11,8880,8880,false,SIN,Asia Pacific,Singapore,118,9.39
151.145.65.8,8880,8880,false,NRT,Asia Pacific,Tokyo,108,9.36
131.186.36.248,2096,2096,true,NRT,Asia Pacific,Tokyo,104,9.32
131.186.34.244,2095,2095,false,NRT,Asia Pacific,Tokyo,108,9.24
158.101.150.74,2052,2052,false,NRT,Asia Pacific,Tokyo,105,9.24
131.186.45.88,8443,8443,true,NRT,Asia Pacific,Tokyo,106,9.17
140.238.51.89,2087,2087,true,NRT,Asia Pacific,Tokyo,104,9.17
151.145.71.40,2087,2087,true,NRT,Asia Pacific,Tokyo,102,9.14
158.101.140.154,2095,2095,false,NRT,Asia Pacific,Tokyo,105,9.12
158.179.186.138,2082,2082,false,NRT,Asia Pacific,Tokyo,103,9.11
151.145.75.28,8080,8080,false,NRT,Asia Pacific,Tokyo,106,9.10
131.186.38.135,2052,2052,false,NRT,Asia Pacific,Tokyo,107,9.07
132.226.5.21,80,80,false,NRT,Asia Pacific,Tokyo,101,8.99
158.178.242.5,8443,8443,true,SIN,Asia Pacific,Singapore,102,8.97
131.186.47.223,2095,2095,false,NRT,Asia Pacific,Tokyo,101,8.96
151.145.70.28,2086,2086,false,NRT,Asia Pacific,Tokyo,106,8.95
131.186.60.162,8080,8080,false,NRT,Asia Pacific,Tokyo,107,8.91
158.179.188.7,2087,2087,true,NRT,Asia Pacific,Tokyo,106,8.91
132.226.5.21,8443,8443,true,NRT,Asia Pacific,Tokyo,100,8.85
151.145.68.166,8443,8443,true,NRT,Asia Pacific,Tokyo,103,8.83
158.101.150.74,2095,2095,false,NRT,Asia Pacific,Tokyo,103,8.78
168.138.194.121,8880,8880,false,NRT,Asia Pacific,Tokyo,101,8.74
141.147.168.13,8443,8443,true,NRT,Asia Pacific,Tokyo,104,8.74
158.101.94.15,2052,2052,false,NRT,Asia Pacific,Tokyo,105,8.71
158.101.140.154,80,80,false,NRT,Asia Pacific,Tokyo,105,8.69
158.179.189.235,80,80,false,NRT,Asia Pacific,Tokyo,107,8.69
131.186.59.94,2095,2095,false,NRT,Asia Pacific,Tokyo,104,8.67
131.186.35.189,8443,8443,true,NRT,Asia Pacific,Tokyo,109,8.58
131.186.61.45,2082,2082,false,NRT,Asia Pacific,Tokyo,101,8.52
131.186.63.184,2082,2082,false,NRT,Asia Pacific,Tokyo,107,8.50
158.179.189.106,2082,2082,false,NRT,Asia Pacific,Tokyo,103,8.48
158.101.81.4,8080,8080,false,NRT,Asia Pacific,Tokyo,105,8.45
158.179.188.175,2095,2095,false,NRT,Asia Pacific,Tokyo,111,8.35
131.186.34.11,8443,8443,true,NRT,Asia Pacific,Tokyo,104,8.34
158.101.90.190,8443,8443,true,NRT,Asia Pacific,Tokyo,105,8.31
131.186.59.94,8443,8443,true,NRT,Asia Pacific,Tokyo,107,8.30
158.179.189.106,8443,8443,true,NRT,Asia Pacific,Tokyo,101,8.19
158.179.188.7,2086,2086,false,NRT,Asia Pacific,Tokyo,106,8.17
158.101.142.103,2095,2095,false,NRT,Asia Pacific,Tokyo,108,8.10
158.179.178.142,2096,2096,true,NRT,Asia Pacific,Tokyo,117,8.09
151.145.70.28,2052,2052,false,NRT,Asia Pacific,Tokyo,105,8.06
140.238.51.89,2052,2052,false,NRT,Asia Pacific,Tokyo,107,8.05
155.248.160.116,2086,2086,false,NRT,Asia Pacific,Tokyo,108,8.04
158.101.140.154,8443,8443,true,NRT,Asia Pacific,Tokyo,105,8.04
158.179.183.2,2052,2052,false,NRT,Asia Pacific,Tokyo,106,8.00
141.147.160.86,80,80,false,NRT,Asia Pacific,Tokyo,99,8.00
152.69.215.14,8880,8880,false,SIN,Asia Pacific,Singapore,102,7.99
131.186.34.244,2096,2096,true,NRT,Asia Pacific,Tokyo,94,7.91
158.179.189.106,2052,2052,false,NRT,Asia Pacific,Tokyo,104,7.90
141.147.168.13,2086,2086,false,NRT,Asia Pacific,Tokyo,106,7.90
131.186.43.107,80,80,false,NRT,Asia Pacific,Tokyo,106,7.89
158.101.90.190,80,80,false,NRT,Asia Pacific,Tokyo,107,7.86
158.179.186.234,2086,2086,false,NRT,Asia Pacific,Tokyo,106,7.84
140.238.51.89,2082,2082,false,NRT,Asia Pacific,Tokyo,107,7.82
131.186.62.26,2052,2052,false,NRT,Asia Pacific,Tokyo,99,7.77
158.101.142.103,8880,8880,false,NRT,Asia Pacific,Tokyo,101,7.76
140.238.34.208,2096,2096,true,NRT,Asia Pacific,Tokyo,105,7.74
158.179.186.234,2096,2096,true,NRT,Asia Pacific,Tokyo,134,7.68
132.145.114.250,2086,2086,false,NRT,Asia Pacific,Tokyo,100,7.68
158.179.186.138,2083,2083,true,NRT,Asia Pacific,Tokyo,106,7.67
141.147.186.210,2087,2087,true,NRT,Asia Pacific,Tokyo,102,7.63
141.147.179.64,8880,8880,false,NRT,Asia Pacific,Tokyo,106,7.62
158.101.150.74,8880,8880,false,NRT,Asia Pacific,Tokyo,104,7.61
158.179.183.2,2053,2053,true,NRT,Asia Pacific,Tokyo,107,7.56
131.186.63.35,2053,2053,true,NRT,Asia Pacific,Tokyo,105,7.55
131.186.38.135,2083,2083,true,NRT,Asia Pacific,Tokyo,109,7.55
155.248.160.116,80,80,false,NRT,Asia Pacific,Tokyo,107,7.53
132.145.123.14,2083,2083,true,NRT,Asia Pacific,Tokyo,104,7.53
158.179.178.145,8080,8080,false,NRT,Asia Pacific,Tokyo,111,7.52
132.145.112.168,2086,2086,false,NRT,Asia Pacific,Tokyo,108,7.44
131.186.38.135,2053,2053,true,NRT,Asia Pacific,Tokyo,101,7.44
152.69.215.14,2052,2052,false,SIN,Asia Pacific,Singapore,94,7.42
132.145.114.250,2082,2082,false,NRT,Asia Pacific,Tokyo,103,7.40
131.186.61.45,2052,2052,false,NRT,Asia Pacific,Tokyo,102,7.38
138.2.104.2,8880,8880,false,SIN,Asia Pacific,Singapore,97,7.33
144.24.79.194,443,443,true,ICN,Asia Pacific,Seoul,127,7.33
131.186.61.45,8880,8880,false,NRT,Asia Pacific,Tokyo,106,7.32
131.186.41.82,2086,2086,false,NRT,Asia Pacific,Tokyo,101,7.29
131.186.44.38,2086,2086,false,NRT,Asia Pacific,Tokyo,106,7.20
151.145.70.28,2053,2053,true,NRT,Asia Pacific,Tokyo,103,7.20
151.145.71.40,2086,2086,false,NRT,Asia Pacific,Tokyo,105,7.19
132.145.121.123,2087,2087,true,NRT,Asia Pacific,Tokyo,114,7.18
141.147.182.70,2096,2096,true,NRT,Asia Pacific,Tokyo,108,7.18
158.178.242.5,8080,8080,false,SIN,Asia Pacific,Singapore,107,7.14
141.147.174.7,2087,2087,true,NRT,Asia Pacific,Tokyo,104,7.09
131.186.37.49,8443,8443,true,NRT,Asia Pacific,Tokyo,104,7.09
150.230.219.83,2053,2053,true,NRT,Asia Pacific,Tokyo,104,7.08
131.186.35.189,2083,2083,true,NRT,Asia Pacific,Tokyo,103,7.08
131.186.37.69,2095,2095,false,NRT,Asia Pacific,Tokyo,109,7.02
141.147.182.70,2053,2053,true,NRT,Asia Pacific,Tokyo,106,7.01
150.230.205.56,8080,8080,false,NRT,Asia Pacific,Tokyo,107,7.00
150.230.214.218,8080,8080,false,NRT,Asia Pacific,Tokyo,124,6.97
132.145.123.14,2082,2082,false,NRT,Asia Pacific,Tokyo,110,6.95
168.138.184.64,8880,8880,false,SIN,Asia Pacific,Singapore,118,6.94
131.186.58.151,80,80,false,NRT,Asia Pacific,Tokyo,103,6.92
158.179.186.251,2083,2083,true,NRT,Asia Pacific,Tokyo,111,6.91
138.2.92.11,2086,2086,false,SIN,Asia Pacific,Singapore,97,6.90
151.145.66.219,2087,2087,true,NRT,Asia Pacific,Tokyo,103,6.86
131.186.60.162,2096,2096,true,NRT,Asia Pacific,Tokyo,101,6.80
131.186.59.232,2086,2086,false,HKG,Asia Pacific,Hong Kong,168,6.80
151.145.71.127,2082,2082,false,NRT,Asia Pacific,Tokyo,120,6.79
131.186.63.184,80,80,false,NRT,Asia Pacific,Tokyo,101,6.79
152.70.111.251,2096,2096,true,NRT,Asia Pacific,Tokyo,108,6.77
141.147.182.70,80,80,false,NRT,Asia Pacific,Tokyo,104,6.76
158.179.183.2,2096,2096,true,NRT,Asia Pacific,Tokyo,104,6.76
151.145.70.28,8080,8080,false,NRT,Asia Pacific,Tokyo,107,6.73
158.179.182.19,8443,8443,true,NRT,Asia Pacific,Tokyo,106,6.71
158.178.241.45,8443,8443,true,SIN,Asia Pacific,Singapore,91,6.69
151.145.65.203,2086,2086,false,NRT,Asia Pacific,Tokyo,103,6.68
158.101.140.154,2052,2052,false,NRT,Asia Pacific,Tokyo,109,6.68
150.230.214.218,2096,2096,true,NRT,Asia Pacific,Tokyo,100,6.66
151.145.71.40,2095,2095,false,NRT,Asia Pacific,Tokyo,103,6.66
150.230.249.48,443,0,true,ICN,Asia Pacific,Seoul,128,6.64
155.248.160.116,8443,8443,true,NRT,Asia Pacific,Tokyo,114,6.61
158.101.90.190,2082,2082,false,NRT,Asia Pacific,Tokyo,105,6.57
158.101.81.4,8443,8443,true,NRT,Asia Pacific,Tokyo,109,6.55
131.186.59.232,2096,2096,true,HKG,Asia Pacific,Hong Kong,168,6.49
158.101.158.251,2095,2095,false,NRT,Asia Pacific,Tokyo,108,6.49
150.230.219.83,8080,8080,false,NRT,Asia Pacific,Tokyo,118,6.48
131.186.47.223,2083,2083,true,NRT,Asia Pacific,Tokyo,103,6.44
131.186.45.88,2082,2082,false,NRT,Asia Pacific,Tokyo,111,6.43
158.179.178.145,2053,2053,true,NRT,Asia Pacific,Tokyo,102,6.42
150.230.109.252,80,80,false,NRT,Asia Pacific,Tokyo,100,6.42
150.230.197.156,8880,8880,false,NRT,Asia Pacific,Tokyo,108,6.42
132.145.121.242,2086,2086,false,HKG,Asia Pacific,Hong Kong,165,6.39
158.101.90.190,2052,2052,false,NRT,Asia Pacific,Tokyo,103,6.37
151.145.66.219,8443,8443,true,NRT,Asia Pacific,Tokyo,105,6.35
138.2.7.72,8880,8880,false,NRT,Asia Pacific,Tokyo,108,6.34
158.179.188.159,80,80,false,NRT,Asia Pacific,Tokyo,113,6.33
141.147.178.135,8880,8880,false,HKG,Asia Pacific,Hong Kong,161,6.32
140.238.51.89,2096,2096,true,NRT,Asia Pacific,Tokyo,98,6.29
158.178.242.5,80,80,false,SIN,Asia Pacific,Singapore,101,6.26
158.179.182.19,8080,8080,false,NRT,Asia Pacific,Tokyo,107,6.24
150.230.205.56,80,80,false,NRT,Asia Pacific,Tokyo,109,6.23
152.69.215.14,2082,2082,false,SIN,Asia Pacific,Singapore,92,6.22
132.145.112.168,8443,8443,true,NRT,Asia Pacific,Tokyo,100,6.21
131.186.43.107,2087,2087,true,NRT,Asia Pacific,Tokyo,105,6.19
132.145.123.14,2096,2096,true,NRT,Asia Pacific,Tokyo,103,6.16
131.186.38.135,2095,2095,false,NRT,Asia Pacific,Tokyo,111,6.15
151.145.66.219,2083,2083,true,NRT,Asia Pacific,Tokyo,118,6.14
138.2.7.72,2052,2052,false,NRT,Asia Pacific,Tokyo,108,6.13
158.179.176.239,2053,2053,true,NRT,Asia Pacific,Tokyo,113,6.11
158.101.159.181,2095,2095,false,NRT,Asia Pacific,Tokyo,99,6.11
131.186.34.244,80,80,false,NRT,Asia Pacific,Tokyo,105,6.11
158.179.176.239,2087,2087,true,NRT,Asia Pacific,Tokyo,111,6.09
138.2.31.68,2096,2096,true,HKG,Asia Pacific,Hong Kong,164,6.07
158.101.149.81,8880,8880,false,NRT,Asia Pacific,Tokyo,136,6.07
138.2.104.2,8443,8443,true,SIN,Asia Pacific,Singapore,99,6.07
131.186.44.38,80,80,false,NRT,Asia Pacific,Tokyo,116,6.04
141.147.179.64,2053,2053,true,NRT,Asia Pacific,Tokyo,106,6.03
158.179.186.251,2087,2087,true,NRT,Asia Pacific,Tokyo,105,6.03
158.179.178.142,2083,2083,true,NRT,Asia Pacific,Tokyo,107,6.01
158.101.142.103,8080,8080,false,NRT,Asia Pacific,Tokyo,104,6.00
158.179.182.19,2083,2083,true,NRT,Asia Pacific,Tokyo,127,5.96
158.179.186.251,8080,8080,false,NRT,Asia Pacific,Tokyo,106,5.95
140.238.34.208,2053,2053,true,NRT,Asia Pacific,Tokyo,107,5.93
213.35.98.197,80,80,false,SIN,Asia Pacific,Singapore,117,5.92
168.138.194.121,2096,2096,true,NRT,Asia Pacific,Tokyo,107,5.92
150.230.199.118,2082,2082,false,NRT,Asia Pacific,Tokyo,103,5.88
152.70.111.251,2087,2087,true,NRT,Asia Pacific,Tokyo,107,5.87
151.145.68.166,80,80,false,NRT,Asia Pacific,Tokyo,100,5.86
141.147.168.13,2052,2052,false,NRT,Asia Pacific,Tokyo,114,5.85
152.70.111.251,8880,8880,false,NRT,Asia Pacific,Tokyo,107,5.85
141.147.178.202,2082,2082,false,NRT,Asia Pacific,Tokyo,104,5.82
131.186.63.35,8443,8443,true,NRT,Asia Pacific,Tokyo,106,5.81
